"src","des","times","failed","id_list"
"C527","C101","1","0","4136"
"C8295","C457","2","0","4137 4797"
"C12537","C529","1","0","4138"
"C19090","C586","1","0","4139"
"C2255","C586","1","0","4140"
"C9412","C2106","1","0","4141"
"C1932","C529","2","0","4142 6704"
"C1798","C12720","1","0","4143"
"C11033","C1065","1","0","4144"
"C289","C457","1","0","4145"
"C5277","C625","1","0","4146"
"C8910","C586","1","0","4150"
"C15889","C586","1","0","4152"
"C536","C467","1","0","4153"
"C11611","C625","1","0","4155"
"C43","C586","1","0","4156"
"C3478","C586","1","0","4157"
"C11391","C586","1","0","4158"
"C8025","C625","1","0","4159"
"C15922","C1065","1","0","4160"
"C7940","C743","1","0","4161"
"C1047","C612","2","0","4162 8743"
"C7208","C586","1","0","4163"
"C724","C625","2","0","4164 9043"
"C12195","C529","1","0","4165"
"C989","C586","1","0","4166"
"C3635","C1065","1","0","4167"
"C11831","C2106","1","0","4168"
"C588","C528","1","0","4169"
"C11007","C529","1","0","4170"
"C15380","C457","1","0","4172"
"C16371","C801","1","0","4173"
"C3202","C1065","1","0","4174"
"C1798","C20595","1","0","4176"
"C2614","C612","1","0","4177"
"C4601","C528","1","0","4178"
"C19059","C457","1","0","4179"
"C466","C457","1","0","4180"
"C12445","C612","1","0","4181"
"C19589","C585","1","0","4184"
"C10697","C612","1","0","4185"
"C1709","C457","2","0","4186 8329"
"C20549","C625","1","0","4187"
"C17720","C1065","1","0","4188"
"C14726","C625","1","0","4189"
"C6493","C467","1","0","4192"
"C957","C586","1","0","4194"
"C21801","C529","1","0","4195"
"C5131","C529","1","0","4197"
"C10774","C529","1","0","4199"
"C17183","C1015","1","0","4200"
"C585","C612","1","0","4201"
"C1648","C612","1","0","4203"
"C5362","C3173","5","0","4204 5314 7028 7548 7725"
"C679","C586","1","0","4205"
"C21637","C801","1","0","4206"
"C10065","C586","1","0","4208"
"C14169","C625","1","0","4209"
"C4061","C457","1","0","4210"
"C694","C457","1","0","4212"
"C4299","C612","1","0","4213"
"C15626","C528","1","0","4214"
"C6721","C625","1","0","4217"
"C3561","C467","1","0","4218"
"C1521","C5776","1","0","4219"
"C467","C457","2","0","4220 7527"
"C20163","C529","1","0","4221"
"C18462","C612","1","0","4222"
"C10031","C529","1","0","4223"
"C574","C1085","1","0","4224"
"C16822","C467","1","0","4226"
"C13492","C529","1","0","4228"
"C9453","C743","1","0","4229"
"C4995","C586","1","0","4230"
"C4977","C529","1","0","4231"
"C3083","C612","2","0","4232 6299"
"C6342","C5618","1","0","4233"
"C15663","C467","1","0","4234"
"C15533","C467","1","0","4235"
"C11298","C625","2","0","4236 7875"
"C14358","C529","1","0","4237"
"C7107","C612","1","0","4238"
"C15168","C612","1","0","4239"
"C14872","C467","1","0","4240"
"C1798","C10813","1","0","4241"
"C1798","C19083","1","0","4244"
"C4442","C586","3","0","4245 4339 4552"
"C13166","C529","1","0","4246"
"C10957","C585","1","0","4247"
"C9564","C1065","2","0","4248 8187"
"C14595","C467","2","0","4249 5034"
"C4835","C586","1","0","4250"
"C19978","C528","1","0","4251"
"C1413","C586","1","0","4252"
"C14473","C457","1","0","4253"
"C17078","C586","1","0","4254"
"C8827","C1015","1","0","4257"
"C16447","C743","1","0","4258"
"C5424","C457","1","0","4259"
"C8782","C5618","1","0","4262"
"C15661","C586","2","0","4263 6196"
"C10024","C2106","1","0","4265"
"C2989","C1065","1","0","4267"
"C19323","C529","1","0","4268"
"C4036","C2106","1","0","4271"
"C19805","C528","1","0","4272"
"C18398","C612","1","0","4273"
"C1829","C467","1","0","4274"
"C3499","C586","1","0","4275"
"C6347","C467","1","0","4276"
"C8441","C585","1","0","4277"
"C6447","C528","1","0","4278"
"C12249","C586","1","0","4279"
"C19503","C586","1","0","4280"
"C1378","C2106","1","0","4281"
"C10630","C1065","1","0","4282"
"C2885","C586","2","0","4283 7455"
"C5578","C586","1","0","4284"
"C1139","C3758","1","0","4285"
"C6733","C449","1","0","4288"
"C16249","C2162","2","0","4289 4710"
"C13354","C743","1","0","4290"
"C19240","C586","1","0","4291"
"C13779","C1065","1","0","4292"
"C10574","C612","1","0","4293"
"C15572","C528","1","0","4294"
"C14523","C586","1","0","4295"
"C4633","C528","2","0","4296 8386"
"C19859","C2106","1","0","4297"
"C4337","C1065","1","0","4302"
"C31","C528","3","0","4303 5589 7899"
"C1382","C1065","1","0","4304"
"C10817","C528","1","0","4305"
"C10707","C586","2","0","4306 7305"
"C14379","C1065","2","0","4307 6046"
"C5812","C586","2","0","4309 5309"
"C8450","C2162","1","0","4310"
"C18756","C528","1","0","4311"
"C16803","C2106","1","0","4312"
"C7266","C1065","1","0","4314"
"C13078","C586","1","0","4315"
"C5294","C457","1","0","4316"
"C9252","C529","1","0","4318"
"C16734","C528","1","0","4319"
"C18427","C467","1","0","4320"
"C14514","C529","1","0","4321"
"C1879","C529","1","0","4323"
"C17640","C612","1","0","4324"
"C2379","C2106","1","0","4325"
"C11741","C586","1","0","4326"
"C1499","C529","1","0","4327"
"C5043","C1065","1","0","4329"
"C5905","C1065","1","0","4330"
"C1521","C17610","1","0","4332"
"C105","C467","1","0","4333"
"C7472","C528","1","0","4334"
"C8439","C586","1","0","4335"
"C1621","C586","2","0","4337 8998"
"C19562","C612","1","0","4338"
"C6367","C586","1","0","4340"
"C18108","C687","1","0","4341"
"C84","C529","1","0","4342"
"C2654","C586","1","0","4343"
"C4711","C612","1","0","4344"
"C2934","C586","1","0","4345"
"C11753","C1015","1","0","4346"
"C4358","C457","1","0","4347"
"C16373","C612","1","0","4348"
"C539","C467","2","0","4350 7532"
"C1618","C457","3","0","4351 6964 8011"
"C9758","C586","1","0","4352"
"C988","C2106","1","0","4354"
"C16623","C586","1","0","4356"
"C4509","C457","1","0","4357"
"C3391","C625","1","0","4358"
"C9418","C586","1","0","4359"
"C7420","C2162","3","0","4360 5510 6144"
"C18498","C529","1","0","4361"
"C20297","C457","1","0","4362"
"C5360","C457","1","0","4363"
"C2475","C467","1","0","4364"
"C16787","C529","1","0","4365"
"C14117","C529","1","0","4366"
"C1834","C586","1","0","4370"
"C779","C457","1","0","4371"
"C974","C529","1","0","4373"
"C11719","C529","1","0","4374"
"C12777","C1065","1","0","4376"
"C3131","C586","3","3","4377 4922 6432"
"C9477","C467","1","0","4378"
"C12857","C2162","1","0","4379"
"C14506","C625","1","0","4380"
"C16792","C457","1","0","4381"
"C18872","C612","1","0","4382"
"C330","C586","1","0","4383"
"C1521","C13171","1","0","4385"
"C13752","C625","1","0","4387"
"C2526","C612","1","0","4388"
"C3728","C467","1","0","4390"
"C3235","C1065","1","0","4391"
"C4007","C625","1","0","4394"
"C12416","C586","2","0","4395 5753"
"C7041","C586","2","0","4396 8756"
"C14227","C528","1","0","4398"
"C6963","C586","1","0","4399"
"C13942","C529","1","0","4400"
"C6667","C625","2","0","4401 7536"
"C3149","C625","1","0","4402"
"C11433","C1487","1","0","4404"
"C14119","C528","1","0","4405"
"C1392","C586","2","0","4407 8822"
"C11486","C586","1","0","4408"
"C1061","C586","1","0","4410"
"C96","C586","1","0","4411"
"C12630","C1065","2","0","4412 6357"
"C2359","C1065","1","0","4413"
"C778","C457","1","0","4414"
"C167","C2106","1","0","4415"
"C12302","C612","1","0","4416"
"C574","C2106","1","0","4418"
"C18694","C457","1","0","4419"
"C15156","C586","2","0","4420 4740"
"C19142","C612","1","0","4421"
"C6909","C467","1","0","4423"
"C17772","C612","2","0","4424 7294"
"C8078","C625","1","0","4425"
"C21950","C1065","1","0","4426"
"C19458","C457","1","0","4428"
"C18292","C467","1","0","4430"
"C15274","C586","1","0","4431"
"C17806","C529","1","0","4432"
"C8355","C529","1","0","4433"
"C1541","C1065","1","0","4434"
"C5815","C2106","1","0","4435"
"C15394","C529","1","0","4436"
"C20398","C586","1","0","4438"
"C6255","C528","1","0","4440"
"C1798","C1815","1","0","4441"
"C19282","C625","1","0","4442"
"C296","C2106","1","0","4444"
"C5292","C586","2","0","4447 6508"
"C2783","C457","1","0","4448"
"C11589","C467","1","0","4449"
"C2667","C529","1","0","4450"
"C20244","C586","1","0","4452"
"C2511","C529","1","0","4453"
"C1398","C457","1","0","4454"
"C1003","C612","1","0","4455"
"C47","C612","2","0","4456 4695"
"C19458","C586","1","0","4457"
"C14176","C529","1","0","4458"
"C8066","C529","1","0","4459"
"C5530","C529","1","0","4461"
"C18528","C586","1","0","4462"
"C10688","C467","2","0","4463 8825"
"C314","C467","1","0","4464"
"C21216","C3173","1","0","4465"
"C12116","C457","1","0","4466"
"C4248","C586","1","0","4467"
"C16182","C528","1","0","4468"
"C1695","C529","2","0","4470 5732"
"C6161","C467","1","0","4471"
"C1824","C1065","1","0","4474"
"C6356","C586","1","0","4475"
"C803","C625","1","0","4477"
"C2170","C529","1","0","4478"
"C368","C586","1","0","4479"
"C20094","C529","1","0","4480"
"C15804","C457","1","0","4482"
"C8126","C1065","1","0","4485"
"C3149","C586","1","0","4487"
"C6979","C467","1","0","4488"
"C20532","C2106","1","0","4489"
"C7564","C529","1","0","4490"
"C5991","C528","1","0","4492"
"C14294","C1065","1","0","4493"
"C18739","C625","1","0","4494"
"C1947","C586","1","0","4495"
"C19585","C457","1","0","4497"
"C11641","C457","1","0","4498"
"C18982","C528","2","0","4499 4741"
"C7489","C586","1","0","4500"
"C6231","C1065","1","0","4501"
"C15072","C612","1","0","4502"
"C18341","C801","1","0","4503"
"C5349","C1065","1","0","4507"
"C9219","C457","1","0","4508"
"C20537","C529","1","0","4509"
"C19922","C586","1","0","4510"
"C12816","C612","1","0","4511"
"C17495","C2389","1","0","4512"
"C2654","C467","1","0","4513"
"C101","C467","4","0","4515 4733 5321 7292"
"C14917","C1065","1","0","4516"
"C19803","C467","1","0","4518"
"C18859","C528","1","0","4519"
"C1252","C625","1","0","4520"
"C21982","C2162","1","0","4521"
"C5578","C529","1","0","4522"
"C3060","C612","2","0","4523 4931"
"C8232","C625","1","0","4524"
"C7924","C529","1","0","4525"
"C18731","C586","1","0","4528"
"C23","C457","1","0","4529"
"C9968","C586","1","0","4531"
"C11915","C586","1","0","4532"
"C10599","C529","1","0","4533"
"C7876","C457","1","0","4534"
"C1521","C19154","1","0","4535"
"C236","C586","1","0","4536"
"C12875","C1628","1","0","4538"
"C3714","C586","1","0","4539"
"C11325","C528","1","0","4540"
"C6005","C612","1","0","4541"
"C20880","C612","1","0","4543"
"C2093","C586","1","0","4544"
"C10964","C625","1","0","4545"
"C16704","C3173","1","0","4546"
"C5963","C586","1","0","4547"
"C1269","C528","1","0","4548"
"C15489","C612","1","0","4549"
"C18504","C3173","1","0","4550"
"C10121","C612","1","0","4551"
"C1521","C16565","1","0","4553"
"C1659","C1065","1","0","4554"
"C430","C528","1","0","4555"
"C6077","C457","1","0","4556"
"C729","C1065","1","0","4558"
"C19515","C528","1","0","4559"
"C6907","C2162","5","0","4560 4825 6471 7242 8804"
"C3042","C528","1","0","4561"
"C2007","C625","1","0","4562"
"C327","C612","1","0","4563"
"C416","C457","1","0","4564"
"C93","C529","2","0","4566 4864"
"C8772","C529","1","0","4567"
"C1521","C131","1","0","4568"
"C20450","C2106","1","0","4570"
"C1896","C457","1","0","4572"
"C13185","C467","1","0","4573"
"C2402","C1065","4","0","4574 5011 5109 8010"
"C5534","C625","1","0","4575"
"C10033","C467","1","0","4576"
"C14106","C528","1","0","4577"
"C1915","C586","1","0","4579"
"C11719","C457","1","0","4580"
"C395","C467","2","0","4584 7274"
"C3916","C1065","1","0","4586"
"C585","C625","1","0","4587"
"C18757","C457","2","0","4588 7250"
"C26306","C1065","1","0","4589"
"C7997","C612","1","0","4590"
"C988","C467","1","0","4591"
"C21412","C612","1","0","4592"
"C506","C529","1","0","4593"
"C11253","C743","1","0","4594"
"C8563","C586","1","0","4595"
"C16299","C801","1","0","4596"
"C15767","C586","1","0","4597"
"C988","C625","1","0","4599"
"C1798","C20744","1","0","4601"
"C7677","C529","1","0","4602"
"C6631","C586","1","0","4603"
"C8802","C457","1","0","4604"
"C16152","C2106","1","0","4606"
"C4232","C528","1","0","4607"
"C673","C586","2","0","4608 7146"
"C21339","C1065","1","0","4609"
"C365","C586","2","0","4610 4834"
"C16256","C529","1","0","4611"
"C19908","C528","1","0","4612"
"C1486","C612","2","0","4613 9052"
"C19667","C612","1","0","4614"
"C7848","C528","1","0","4615"
"C13572","C612","1","0","4616"
"C17211","C467","1","0","4617"
"C1304","C801","1","0","4618"
"C5857","C586","1","0","4620"
"C15331","C2918","1","0","4621"
"C8205","C528","1","0","4622"
"C3898","C625","1","0","4623"
"C19124","C625","2","0","4624 5852"
"C6996","C586","1","0","4626"
"C7359","C743","1","0","4627"
"C21522","C586","1","0","4628"
"C4573","C1065","1","0","4629"
"C6438","C467","1","0","4630"
"C11262","C612","1","0","4631"
"C1798","C625","3","0","4634 4750 7311"
"C10014","C528","1","0","4635"
"C3386","C612","1","0","4636"
"C6081","C2106","1","0","4637"
"C953","C586","1","0","4639"
"C11350","C528","1","0","4641"
"C919","C625","1","0","4644"
"C3614","C467","1","0","4646"
"C7616","C586","1","0","4647"
"C9096","C467","1","0","4648"
"C15443","C2106","1","0","4649"
"C2112","C612","4","0","4650 5851 6261 7842"
"C1512","C457","2","0","4651 4867"
"C21019","C586","2","0","4652 5124"
"C10488","C585","1","0","4655"
"C5369","C467","1","0","4656"
"C8331","C528","1","0","4657"
"C10098","C467","1","0","4659"
"C6953","C585","1","0","4660"
"C1227","C625","1","0","4664"
"C5841","C528","1","0","4666"
"C16916","C586","1","0","4667"
"C15295","C528","1","0","4668"
"C15575","C457","1","0","4669"
"C10112","C529","1","0","4670"
"C19974","C467","1","0","4671"
"C1429","C457","1","0","4672"
"C17534","C529","1","0","4674"
"C14642","C467","1","0","4675"
"C6487","C612","1","0","4676"
"C1798","C17776","1","0","4677"
"C11740","C612","1","0","4678"
"C21247","C612","1","0","4679"
"C11521","C625","1","0","4683"
"C2245","C457","1","0","4685"
"C2285","C2106","1","0","4687"
"C788","C457","1","0","4688"
"C19107","C1065","1","0","4690"
"C12360","C529","1","0","4691"
"C759","C1065","2","0","4692 7629"
"C1798","C12168","1","0","4693"
"C18706","C625","1","0","4696"
"C6949","C457","1","0","4697"
"C19883","C586","1","0","4698"
"C8200","C2106","1","0","4700"
"C8344","C1065","1","0","4701"
"C3030","C586","1","0","4702"
"C3244","C528","1","0","4704"
"C15171","C467","1","0","4705"
"C749","C625","2","0","4707 8833"
"C1521","C17249","1","1","4708"
"C14777","C1065","1","0","4709"
"C16567","C528","1","0","4711"
"C18688","C612","1","0","4712"
"C1125","C586","1","0","4713"
"C181","C586","1","0","4714"
"C4476","C457","1","0","4715"
"C18586","C586","1","0","4716"
"C17131","C467","1","0","4717"
"C16741","C457","1","0","4719"
"C16426","C586","1","0","4722"
"C1795","C1085","2","0","4724 9003"
"C16886","C467","1","0","4725"
"C9355","C586","1","0","4727"
"C13744","C586","1","0","4728"
"C2737","C586","2","0","4729 6558"
"C1546","C457","1","0","4730"
"C8528","C625","1","0","4731"
"C645","C586","1","0","4732"
"C836","C529","2","0","4734 5563"
"C12224","C457","1","0","4735"
"C15180","C586","1","0","4736"
"C1798","C6733","1","0","4737"
"C20848","C743","1","0","4738"
"C2098","C1065","1","0","4739"
"C14690","C586","1","0","4743"
"C9840","C612","1","0","4744"
"C1672","C585","1","0","4745"
"C3073","C467","1","1","4746"
"C1332","C529","1","0","4747"
"C2931","C528","1","0","4748"
"C7240","C743","1","0","4749"
"C17060","C625","1","0","4752"
"C3155","C625","1","0","4753"
"C12670","C467","1","0","4754"
"C6773","C625","1","0","4755"
"C1798","C12281","1","0","4756"
"C7083","C457","1","0","4757"
"C2143","C467","3","0","4758 8059 8816"
"C14290","C1065","1","0","4759"
"C15403","C1065","1","0","4760"
"C13384","C586","1","0","4761"
"C6265","C612","2","0","4762 8870"
"C17135","C528","1","0","4763"
"C2363","C457","1","0","4764"
"C1217","C2106","1","0","4766"
"C582","C457","1","0","4767"
"C4639","C586","2","0","4768 7199"
"C3062","C1015","1","0","4769"
"C18562","C612","1","0","4771"
"C21288","C586","2","0","4772 6876"
"C1618","C529","2","0","4773 4981"
"C2681","C612","1","0","4774"
"C8893","C625","1","0","4775"
"C11420","C529","1","0","4777"
"C5000","C612","1","0","4779"
"C344","C528","1","0","4780"
"C1649","C2162","6","0","4781 5576 6516 7824 7946 7979"
"C19430","C612","1","0","4782"
"C8984","C1065","1","0","4784"
"C10561","C585","1","0","4785"
"C746","C528","1","0","4786"
"C10287","C586","1","0","4787"
"C3995","C1065","1","0","4789"
"C18566","C467","1","0","4790"
"C7180","C586","1","0","4791"
"C793","C1065","1","0","4792"
"C12919","C2106","2","0","4793 8385"
"C1586","C586","2","0","4794 6522"
"C6499","C528","1","0","4795"
"C19442","C586","1","0","4796"
"C2567","C586","1","0","4798"
"C16754","C2106","1","0","4799"
"C6806","C528","1","0","4800"
"C20254","C529","1","0","4802"
"C18099","C625","1","0","4807"
"C10265","C529","1","0","4808"
"C9195","C457","1","0","4811"
"C21347","C2106","1","0","4812"
"C15371","C529","1","0","4813"
"C10189","C1065","2","0","4814 6655"
"C1874","C586","1","0","4815"
"C8404","C612","1","0","4817"
"C11059","C528","1","0","4818"
"C2335","C586","1","0","4819"
"C2475","C528","2","0","4820 8798"
"C10462","C457","1","0","4822"
"C3762","C586","1","0","4823"
"C8388","C612","1","0","4824"
"C2768","C467","1","0","4826"
"C19081","C1065","1","0","4827"
"C3342","C3173","3","0","4828 5723 6070"
"C20314","C529","1","0","4829"
"C15967","C586","1","0","4831"
"C6240","C586","1","0","4832"
"C13311","C529","1","0","4833"
"C10035","C467","1","0","4835"
"C1154","C529","1","0","4836"
"C8639","C528","1","0","4837"
"C19142","C467","1","0","4838"
"C10798","C529","1","0","4839"
"C6285","C586","1","0","4840"
"C15445","C586","1","0","4841"
"C4753","C529","1","0","4843"
"C5578","C612","1","0","4845"
"C11710","C612","1","0","4846"
"C14471","C612","1","0","4847"
"C11296","C529","1","0","4848"
"C12751","C612","1","0","4849"
"C10980","C529","1","0","4850"
"C20398","C625","1","0","4851"
"C13074","C467","1","0","4854"
"C4760","C612","2","0","4857 5702"
"C19025","C528","1","0","4858"
"C1516","C586","1","0","4859"
"C1444","C457","1","0","4860"
"C477","C457","1","0","4862"
"C15744","C743","1","0","4863"
"C2137","C2106","1","0","4868"
"C16652","C467","1","0","4869"
"C6600","C10","1","0","4870"
"C19495","C467","1","0","4871"
"C1521","C2521","1","0","4873"
"C19174","C467","1","0","4874"
"C9853","C743","1","0","4875"
"C15694","C1065","1","0","4876"
"C976","C457","1","0","4878"
"C3801","C2835","1","0","4880"
"C19154","C529","1","0","4881"
"C17725","C467","1","0","4882"
"C5211","C1065","1","0","4883"
"C3460","C625","2","0","4884 8981"
"C12642","C586","1","0","4885"
"C6600","C3173","1","0","4886"
"C5227","C612","1","0","4887"
"C293","C586","1","0","4888"
"C10595","C1065","1","0","4889"
"C914","C585","1","0","4890"
"C19111","C529","1","0","4894"
"C1599","C231","1","0","4896"
"C13903","C528","1","0","4897"
"C4154","C1065","1","0","4898"
"C10821","C529","1","0","4899"
"C19522","C586","1","0","4900"
"C2109","C586","1","0","4901"
"C18759","C467","1","0","4904"
"C19518","C529","1","0","4906"
"C16734","C585","1","0","4907"
"C9279","C625","1","0","4909"
"C16919","C586","1","0","4910"
"C2842","C529","1","0","4912"
"C19112","C467","1","0","4913"
"C18339","C2106","1","0","4914"
"C496","C467","1","0","4915"
"C11564","C529","1","0","4916"
"C9550","C625","1","0","4917"
"C2507","C586","1","0","4919"
"C12707","C528","1","0","4920"
"C19356","C625","1","0","4924"
"C19915","C625","1","0","4925"
"C5957","C529","1","0","4927"
"C20416","C612","1","0","4928"
"C1851","C1065","3","0","4929 5292 6390"
"C18994","C457","2","0","4930 4942"
"C6955","C3173","1","0","4932"
"C19755","C586","1","0","4933"
"C15670","C2162","1","0","4934"
"C16256","C612","1","0","4935"
"C5107","C586","1","0","4936"
"C2475","C1065","4","0","4939 4948 4977 6496"
"C16822","C801","1","0","4941"
"C12242","C92","1","0","4943"
"C16438","C625","1","0","4944"
"C7654","C529","1","0","4945"
"C12055","C2106","1","0","4946"
"C7544","C457","1","0","4949"
"C3333","C457","1","0","4950"
"C7560","C2106","1","0","4951"
"C13287","C1065","1","0","4952"
"C1456","C612","1","0","4953"
"C18533","C2162","1","0","4954"
"C18731","C2106","1","0","4955"
"C19955","C612","1","0","4956"
"C7320","C586","1","0","4957"
"C1798","C9666","1","0","4958"
"C735","C1065","1","0","4959"
"C17170","C2106","1","0","4960"
"C18951","C2106","1","0","4963"
"C1913","C457","2","0","4964 6779"
"C6144","C528","1","0","4965"
"C1430","C528","1","0","4967"
"C1319","C625","1","0","4968"
"C7411","C612","1","0","4969"
"C3244","C612","2","0","4970 8323"
"C8526","C586","1","0","4971"
"C19741","C528","1","0","4973"
"C20733","C586","1","0","4974"
"C1481","C467","1","0","4975"
"C16734","C3443","2","0","4976 5058"
"C18854","C528","1","0","4978"
"C1521","C7221","1","0","4980"
"C19769","C528","1","0","4982"
"C10079","C612","1","0","4983"
"C1798","C158","1","0","4985"
"C14168","C586","1","0","4986"
"C10158","C586","1","0","4987"
"C4417","C529","1","0","4988"
"C4574","C528","1","0","4990"
"C4335","C612","1","0","4991"
"C19705","C612","1","0","4992"
"C1492","C586","1","0","4994"
"C16234","C612","2","0","4995 8144"
"C11975","C528","1","0","4996"
"C2774","C586","1","0","4997"
"C12074","C10","1","0","4999"
"C4841","C586","1","0","5000"
"C6876","C586","1","0","5002"
"C7054","C625","1","0","5003"
"C12478","C528","1","0","5006"
"C1047","C625","1","0","5007"
"C2892","C1065","1","0","5008"
"C14249","C586","1","0","5009"
"C4123","C467","1","0","5010"
"C8908","C467","1","0","5012"
"C1993","C612","1","0","5014"
"C15331","C457","1","0","5015"
"C6548","C529","2","0","5016 5515"
"C18475","C457","1","0","5019"
"C19219","C586","1","0","5020"
"C13637","C1065","1","0","5021"
"C1788","C529","1","0","5022"
"C4396","C467","1","0","5023"
"C1439","C528","1","0","5024"
"C10410","C5618","1","0","5025"
"C16488","C467","1","0","5027"
"C6963","C1065","1","0","5028"
"C16299","C586","1","0","5029"
"C9038","C528","1","0","5030"
"C9902","C529","1","0","5031"
"C8787","C529","1","0","5032"
"C1433","C467","1","0","5035"
"C1270","C612","1","0","5036"
"C4555","C529","1","0","5037"
"C11641","C528","1","0","5039"
"C21524","C612","1","0","5041"
"C2459","C467","1","0","5042"
"C16305","C92","1","0","5043"
"C797","C625","1","0","5044"
"C11646","C612","1","0","5045"
"C574","C528","1","0","5046"
"C2980","C612","1","0","5048"
"C11823","C1015","1","0","5050"
"C2368","C528","1","0","5051"
"C12773","C467","1","0","5052"
"C10233","C586","1","0","5053"
"C12697","C457","1","0","5054"
"C6255","C743","1","0","5055"
"C10642","C528","1","0","5056"
"C639","C457","1","0","5057"
"C7664","C467","1","0","5060"
"C1254","C467","1","0","5062"
"C246","C2106","1","0","5063"
"C4531","C457","1","0","5064"
"C20226","C467","1","0","5065"
"C11213","C1065","1","0","5066"
"C15575","C467","1","0","5067"
"C3842","C586","1","0","5069"
"C527","C612","2","0","5070 7330"
"C1018","C2162","1","0","5071"
"C3511","C625","1","0","5072"
"C6055","C612","2","0","5073 8979"
"C5450","C585","1","0","5074"
"C9679","C612","1","0","5077"
"C6464","C467","1","0","5078"
"C2375","C612","3","0","5079 5742 6530"
"C1031","C586","1","0","5080"
"C1709","C586","1","0","5081"
"C18894","C529","1","0","5082"
"C18448","C2106","1","0","5083"
"C2762","C1065","1","0","5084"
"C11957","C625","1","0","5086"
"C1879","C625","5","0","5089 5693 6248 6521 7375"
"C21932","C586","1","0","5090"
"C12665","C625","1","0","5091"
"C18754","C586","1","0","5092"
"C16539","C528","1","0","5093"
"C361","C625","1","0","5095"
"C15952","C625","1","0","5096"
"C18339","C529","1","0","5098"
"C2110","C2106","1","0","5099"
"C729","C586","1","0","5100"
"C15646","C1065","1","0","5101"
"C1521","C8236","1","0","5103"
"C10942","C467","1","0","5104"
"C13553","C529","1","0","5105"
"C12870","C2162","1","0","5106"
"C4714","C586","1","0","5107"
"C1216","C2106","1","0","5108"
"C8439","C612","1","0","5110"
"C279","C586","1","0","5111"
"C8728","C528","1","0","5113"
"C18925","C586","2","0","5114 6361"
"C12897","C625","1","0","5116"
"C1043","C586","1","0","5118"
"C19715","C2438","1","0","5119"
"C7470","C2106","1","0","5120"
"C2811","C586","2","0","5121 6159"
"C9412","C457","1","0","5122"
"C534","C2162","4","0","5123 7252 8485 8677"
"C16490","C625","1","0","5125"
"C8766","C457","2","0","5129 6088"
"C18473","C586","1","0","5130"
"C8548","C528","2","0","5131 5955"
"C1255","C586","1","0","5132"
"C9178","C625","1","0","5133"
"C5349","C467","1","0","5134"
"C1320","C467","1","0","5135"
"C15905","C625","2","0","5136 7110"
"C10508","C529","1","0","5137"
"C7507","C586","1","0","5139"
"C19078","C529","1","0","5142"
"C19632","C612","1","0","5143"
"C3926","C528","1","0","5144"
"C20094","C528","1","0","5145"
"C9178","C585","1","0","5146"
"C6754","C529","1","0","5148"
"C18624","C528","1","0","5150"
"C14104","C586","1","0","5151"
"C15068","C586","1","0","5152"
"C7102","C586","1","0","5154"
"C67","C1797","2","0","5155 5368"
"C1798","C8346","1","0","5156"
"C9806","C457","1","0","5157"
"C422","C528","1","0","5158"
"C22594","C2106","1","0","5160"
"C26889","C586","1","0","5161"
"C3607","C528","1","0","5162"
"C15295","C625","1","0","5163"
"C15661","C529","1","0","5165"
"C9610","C457","1","0","5167"
"C14842","C586","1","0","5169"
"C7483","C467","1","0","5170"
"C730","C612","1","0","5172"
"C6544","C586","2","0","5173 7998"
"C1798","C14206","1","0","5174"
"C585","C457","1","0","5175"
"C549","C528","1","0","5176"
"C3373","C586","1","0","5178"
"C2358","C528","1","0","5180"
"C10709","C1065","1","0","5181"
"C12904","C3173","2","0","5182 8781"
"C9500","C2106","1","0","5184"
"C5030","C528","1","0","5185"
"C2686","C457","1","0","5186"
"C15087","C457","1","0","5187"
"C18921","C457","1","0","5189"
"C15331","C1628","1","0","5190"
"C7137","C529","1","0","5191"
"C15394","C467","1","0","5192"
"C12352","C529","1","0","5194"
"C1486","C2106","1","0","5196"
"C3578","C528","1","0","5197"
"C13740","C528","1","0","5198"
"C8052","C528","1","0","5199"
"C5128","C529","1","0","5200"
"C10131","C467","1","0","5201"
"C2001","C625","1","0","5202"
"C4367","C1065","1","0","5203"
"C11071","C625","1","0","5205"
"C9947","C612","1","0","5206"
"C5096","C612","1","0","5211"
"C15582","C528","1","0","5212"
"C1045","C625","1","0","5213"
"C7863","C1065","1","0","5214"
"C3558","C1065","2","0","5215 8016"
"C1968","C467","1","0","5217"
"C14202","C586","1","0","5218"
"C7166","C449","1","0","5219"
"C7622","C586","1","0","5221"
"C669","C467","1","0","5224"
"C1932","C1065","3","0","5225 7135 8341"
"C17881","C586","1","0","5230"
"C6302","C467","1","0","5232"
"C12663","C529","1","0","5234"
"C7720","C586","1","0","5235"
"C9165","C2106","1","0","5236"
"C15102","C586","1","0","5237"
"C1763","C2106","1","0","5239"
"C13457","C612","2","0","5240 6462"
"C15240","C1065","1","0","5241"
"C2796","C528","1","0","5242"
"C613","C586","1","0","5243"
"C5202","C467","1","0","5244"
"C1729","C2106","1","0","5245"
"C1798","C8897","1","0","5246"
"C3000","C1065","1","0","5248"
"C3611","C457","1","0","5249"
"C9990","C586","1","0","5250"
"C1322","C467","1","0","5251"
"C829","C467","1","0","5252"
"C7916","C457","1","0","5253"
"C16395","C586","2","0","5254 8469"
"C6163","C528","1","0","5256"
"C7643","C528","1","0","5257"
"C8930","C625","1","0","5258"
"C2150","C1065","1","0","5259"
