"src","total_con","num_of_des","total_failed","des_list","id_list","con_per_des","success_to_fail_ratio"
"C17590",1,1,0,"C625","252",1,0
"C6051",1,1,0,"C612","253",1,0
"C18678",1,1,0,"C529","254",1,0
"C14649",1,1,0,"C585","255",1,0
"C17372",1,1,0,"C528","258",1,0
"C3677",1,1,0,"C529","259",1,0
"C11768",1,1,0,"C586","264",1,0
"C16996",1,1,0,"C529","265",1,0
"C4535",1,1,0,"C467","276",1,0
"C628",1,1,0,"C529","278",1,0
"C1336",1,1,0,"C528","279",1,0
"C11571",1,1,0,"C457","280",1,0
"C15160",1,1,0,"C586","283",1,0
"C7314",1,1,0,"C10","286",1,0
"C14739",1,1,0,"C529","290",1,0
"C838",1,1,0,"C586","291",1,0
"C21205",1,1,0,"C586","293",1,0
"C1257",1,1,0,"C625","296",1,0
"C15990",1,1,0,"C15622","297",1,0
"C13103",1,1,0,"C457","298",1,0
"C6338",1,1,0,"C585","299",1,0
"C20259",1,1,0,"C586","301",1,0
"C7521",1,1,0,"C528","303",1,0
"C5547",1,1,0,"C625","309",1,0
"C16612",1,1,0,"C457","311",1,0
"C10397",1,1,0,"C625","312",1,0
"C13446",1,1,0,"C612","313",1,0
"C854",1,1,0,"C1065","315",1,0
"C14757",1,1,0,"C625","317",1,0
"C19638",1,1,0,"C612","318",1,0
"C6292",1,1,0,"C612","319",1,0
"C15414",1,1,0,"C467","321",1,0
"C22174",1,1,0,"C1065","326",1,0
"C405",1,1,0,"C457","327",1,0
"C8517",1,1,0,"C612","329",1,0
"C9627",1,1,0,"C2106","333",1,0
"C16228",1,1,0,"C529","335",1,0
"C11425",1,1,0,"C625","339",1,0
"C6091",1,1,0,"C625","340",1,0
"C6677",1,1,0,"C457","342",1,0
"C19292",1,1,0,"C612","343",1,0
"C251",1,1,0,"C528","350",1,0
"C115",1,1,0,"C625","354",1,0
"C13933",1,1,0,"C2106","355",1,0
"C16526",1,1,0,"C586","358",1,0
"C18043",1,1,0,"C1065","359",1,0
"C3707",1,1,0,"C612","360",1,0
"C2895",1,1,0,"C467","361",1,0
"C15696",1,1,0,"C529","363",1,0
"C1569",1,1,0,"C457","365",1,0
"C1002",1,1,0,"C528","366",1,0
"C19711",1,1,0,"C528","373",1,0
"C9224",1,1,0,"C528","376",1,0
"C10448",1,1,0,"C457","377",1,0
"C20218",1,1,0,"C529","378",1,0
"C17847",1,1,0,"C586","380",1,0
"C11629",1,1,0,"C1065","387",1,0
"C10056",1,1,0,"C2106","389",1,0
"C18550",1,1,0,"C1065","393",1,0
"C15434",1,1,0,"C529","398",1,0
"C13990",1,1,0,"C612","400",1,0
"C14903",1,1,0,"C586","401",1,0
"C12259",1,1,0,"C1065","402",1,0
"C15293",1,1,0,"C586","404",1,0
"C6951",1,1,0,"C1065","406",1,0
"C833",1,1,0,"C457","407",1,0
"C4009",1,1,0,"C625","410",1,0
"C2957",1,1,0,"C612","412",1,0
"C12933",1,1,0,"C1065","418",1,0
"C404",1,1,0,"C625","420",1,0
"C174",1,1,0,"C2106","424",1,0
"C875",1,1,0,"C2106","428",1,0
"C2670",1,1,0,"C586","429",1,0
"C209",1,1,0,"C612","431",1,0
"C19012",1,1,0,"C529","433",1,0
"C6699",1,1,0,"C586","434",1,0
"C2146",1,1,0,"C529","435",1,0
"C5252",1,1,0,"C2106","437",1,0
"C13481",1,1,0,"C586","444",1,0
"C12286",1,1,0,"C586","445",1,0
"C15491",1,1,0,"C585","446",1,0
"C17532",1,1,0,"C1065","452",1,0
"C22251",1,1,0,"C467","454",1,0
"C17182",1,1,0,"C612","460",1,0
"C19348",1,1,0,"C529","461",1,0
"C3381",1,1,0,"C612","466",1,0
"C21036",1,1,0,"C467","468",1,0
"C7407",1,1,0,"C586","469",1,0
"C20864",1,1,0,"C467","475",1,0
"C148",1,1,0,"C528","477",1,0
"C21183",1,1,0,"C625","479",1,0
"C10165",1,1,0,"C625","480",1,0
"C653",1,1,0,"C586","482",1,0
"C6797",1,1,0,"C625","485",1,0
"C3547",1,1,0,"C467","488",1,0
"C7002",1,1,0,"C612","489",1,0
"C21491",1,1,0,"C2106","493",1,0
"C9681",1,1,0,"C529","496",1,0
"C16336",1,1,0,"C586","497",1,0
"C2634",1,1,0,"C586","498",1,0
"C766",1,1,0,"C528","499",1,0
"C573",1,1,0,"C2106","504",1,0
"C19701",1,1,0,"C625","506",1,0
"C6320",1,1,0,"C1065","508",1,0
"C8458",1,1,0,"C467","509",1,0
"C14256",1,1,0,"C612","511",1,0
"C19801",1,1,0,"C586","520",1,0
"C3623",1,1,0,"C528","521",1,0
"C11149",1,1,0,"C467","527",1,0
"C19310",1,1,0,"C612","529",1,0
"C11360",1,1,0,"C625","530",1,0
"C16937",1,1,0,"C528","532",1,0
"C1362",1,1,0,"C457","533",1,0
"C443",1,1,0,"C586","534",1,0
"C1086",1,1,0,"C1065","536",1,0
"C9349",1,1,0,"C528","537",1,0
"C4854",1,1,0,"C528","541",1,0
"C1508",1,1,0,"C467","542",1,0
"C9707",1,1,0,"C467","543",1,0
"C21598",1,1,0,"C529","547",1,0
"C12866",1,1,0,"C612","548",1,0
"C309",1,1,0,"C528","549",1,0
"C370",1,1,0,"C529","550",1,0
"C19460",1,1,0,"C754","553",1,0
"C82",1,1,0,"C467","557",1,0
"C7824",1,1,0,"C3173","560",1,0
"C10129",1,1,0,"C625","562",1,0
"C2293",1,1,0,"C467","568",1,0
"C3484",1,1,0,"C467","572",1,0
"C7541",1,1,0,"C457","577",1,0
"C3718",1,1,0,"C625","581",1,0
"C20686",1,1,0,"C612","586",1,0
"C3148",1,1,0,"C10","588",1,0
"C381",1,1,0,"C2162","591",1,0
"C11783",1,1,0,"C801","593",1,0
"C1207",1,1,0,"C2106","596",1,0
"C118",1,1,0,"C625","597",1,0
"C8198",1,1,0,"C467","598",1,0
"C1406",1,1,0,"C529","600",1,0
"C14775",1,1,0,"C529","601",1,0
"C11416",1,1,0,"C625","603",1,0
"C4662",1,1,0,"C529","605",1,0
"C7388",1,1,0,"C457","606",1,0
"C14413",1,1,0,"C625","608",1,0
"C17206",1,1,0,"C2106","615",1,0
"C7865",1,1,0,"C1065","618",1,0
"C10784",1,1,0,"C528","619",1,0
"C6349",1,1,0,"C467","624",1,0
"C15848",1,1,0,"C528","625",1,0
"C2422",1,1,0,"C586","628",1,0
"C8080",1,1,0,"C625","629",1,0
"C2738",1,1,0,"C1065","630",1,0
"C16835",1,1,0,"C612","633",1,0
"C1070",1,1,0,"C625","637",1,0
"C7523",1,1,0,"C467","638",1,0
"C14458",1,1,0,"C467","641",1,0
"C11051",1,1,0,"C457","644",1,0
"C10704",1,1,0,"C585","649",1,0
"C8371",1,1,0,"C457","650",1,0
"C14794",1,1,0,"C1065","652",1,0
"C10470",1,1,0,"C1015","655",1,0
"C8341",1,1,0,"C612","656",1,0
"C524",1,1,0,"C586","660",1,0
"C7880",1,1,0,"C528","663",1,0
"C9635",1,1,0,"C3173","664",1,0
"C274",1,1,0,"C1065","667",1,0
"C22203",1,1,0,"C2519","668",1,0
"C1326",1,1,0,"C457","672",1,0
"C12668",1,1,0,"C586","677",1,0
"C10743",1,1,0,"C529","682",1,0
"C7503",1,1,0,"C529","684",1,0
"C358",1,1,0,"C625","686",1,0
"C12778",1,1,0,"C2106","694",1,0
"C141",1,1,0,"C1065","701",1,0
"C17475",1,1,0,"C1065","706",1,0
"C12535",1,1,0,"C612","707",1,0
"C15045",1,1,0,"C457","708",1,0
"C19040",1,1,0,"C2162","712",1,0
"C13927",1,1,0,"C467","713",1,0
"C12222",1,1,0,"C5618","716",1,0
"C9935",1,1,0,"C586","718",1,0
"C19129",1,1,0,"C612","720",1,0
"C372",1,1,0,"C467","721",1,0
"C14474",1,1,0,"C612","728",1,0
"C12482",1,1,0,"C1065","731",1,0
"C4517",1,1,0,"C625","735",1,0
"C14192",1,1,0,"C529","739",1,0
"C4010",1,1,0,"C457","744",1,0
"C11105",1,1,0,"C2162","746",1,0
"C2676",1,1,0,"C467","749",1,0
"C570",1,1,0,"C585","750",1,0
"C19343",1,1,0,"C1065","760",1,0
"C426",1,1,0,"C1065","761",1,0
"C661",1,1,0,"C529","762",1,0
"C13256",1,1,0,"C457","765",1,0
"C2624",1,1,0,"C457","768",1,0
"C1130",1,1,0,"C612","769",1,0
"C718",1,1,0,"C457","770",1,0
"C18637",1,1,0,"C457","773",1,0
"C20646",1,1,0,"C625","775",1,0
"C10134",1,1,0,"C457","778",1,0
"C2257",1,1,0,"C467","780",1,0
"C1272",1,1,0,"C528","783",1,0
"C6312",1,1,0,"C457","785",1,0
"C520",1,1,0,"C529","796",1,0
"C19204",1,1,0,"C528","799",1,0
"C6926",1,1,0,"C528","800",1,0
"C3384",1,1,0,"C586","802",1,0
"C14057",1,1,0,"C528","805",1,0
"C1243",1,1,0,"C467","807",1,0
"C10049",1,1,0,"C801","808",1,0
"C15255",1,1,0,"C586","809",1,0
"C11078",1,1,0,"C528","810",1,0
"C389",1,1,0,"C586","813",1,0
"C12915",1,1,0,"C586","815",1,0
"C14108",1,1,0,"C612","816",1,0
"C10867",1,1,0,"C743","817",1,0
"C128",1,1,0,"C586","819",1,0
"C446",1,1,0,"C586","820",1,0
"C18749",1,1,0,"C612","825",1,0
"C12168",1,1,0,"C612","828",1,0
"C15366",1,1,0,"C3173","830",1,0
"C11015",1,1,0,"C3953","832",1,0
"C1111",1,1,0,"C1065","833",1,0
"C8897",1,1,0,"C529","843",1,0
"C3559",1,1,0,"C612","844",1,0
"C602",1,1,0,"C3173","851",1,0
"C12731",1,1,0,"C529","854",1,0
"C998",1,1,0,"C625","855",1,0
"C8503",1,1,0,"C2106","856",1,0
"C1404",1,1,0,"C625","859",1,0
"C9540",1,1,0,"C586","862",1,0
"C1160",1,1,0,"C467","863",1,0
"C18890",1,1,0,"C586","864",1,0
"C4674",1,1,0,"C457","865",1,0
"C18644",1,1,0,"C1065","866",1,0
"C12841",1,1,0,"C625","868",1,0
"C8350",1,1,0,"C457","870",1,0
"C9904",1,1,0,"C529","891",1,0
"C2609",1,1,0,"C612","901",1,0
"C16592",1,1,0,"C612","903",1,0
"C17005",1,1,0,"C625","904",1,0
"C292",1,1,0,"C467","905",1,0
"C19499",1,1,0,"C586","912",1,0
"C15609",1,1,0,"C467","913",1,0
"C11619",1,1,0,"C586","922",1,0
"C10499",1,1,0,"C457","923",1,0
"C8621",1,1,0,"C467","929",1,0
"C19533",1,1,0,"C529","938",1,0
"C12318",1,1,0,"C528","939",1,0
"C12782",1,1,0,"C528","940",1,0
"C1438",1,1,0,"C1065","941",1,0
"C1501",1,1,0,"C528","944",1,0
"C15441",1,1,0,"C586","946",1,0
"C4537",1,1,0,"C457","947",1,0
"C14519",1,1,0,"C612","949",1,0
"C16169",1,1,0,"C467","950",1,0
"C3300",1,1,0,"C457","951",1,0
"C5244",1,1,0,"C528","953",1,0
"C18812",1,1,0,"C1065","955",1,0
"C12095",1,1,0,"C529","958",1,0
"C20248",1,1,0,"C743","961",1,0
"C2292",1,1,0,"C529","967",1,0
"C800",1,1,0,"C1065","969",1,0
"C12486",1,1,0,"C467","970",1,0
"C18320",1,1,0,"C529","971",1,0
"C3598",1,1,0,"C529","972",1,0
"C6129",1,1,0,"C528","976",1,0
"C9970",1,1,0,"C467","977",1,0
"C13241",1,1,0,"C529","978",1,0
"C2010",1,1,0,"C612","986",1,0
"C17893",1,1,0,"C1065","989",1,0
"C9311",1,1,0,"C612","990",1,0
"C16430",1,1,0,"C529","993",1,0
"C4927",1,1,0,"C586","998",1,0
"C1147",1,1,0,"C2106","999",1,0
"C16875",1,1,0,"C529","1000",1,0
"C20821",1,1,0,"C586","1004",1,0
"C14566",1,1,0,"C457","1006",1,0
"C17141",1,1,0,"C529","1009",1,0
"C7914",1,1,0,"C586","1011",1,0
"C9836",1,1,0,"C612","1012",1,0
"C17168",1,1,0,"C467","1013",1,0
"C18393",1,1,0,"C2106","1023",1,0
"C3587",1,1,0,"C612","1038",1,0
"C19614",1,1,0,"C529","1039",1,0
"C7",1,1,0,"C467","1040",1,0
"C20622",1,1,0,"C625","1043",1,0
"C14886",1,1,0,"C625","1044",1,0
"C10323",1,1,0,"C612","1045",1,0
"C20800",1,1,0,"C457","1055",1,0
"C4581",1,1,0,"C1065","1057",1,0
"C11694",1,1,0,"C625","1060",1,0
"C16253",1,1,0,"C467","1061",1,0
"C937",1,1,0,"C625","1063",1,0
"C1087",1,1,0,"C528","1067",1,0
"C1984",1,1,0,"C586","1070",1,0
"C1933",1,1,0,"C586","1071",1,0
"C16015",1,1,0,"C467","1072",1,0
"C3328",1,1,0,"C528","1073",1,0
"C20842",1,1,0,"C529","1074",1,0
"C3081",1,1,0,"C3173","1076",1,0
"C1568",1,1,0,"C1065","1079",1,0
"C1188",1,1,0,"C586","1083",1,0
"C4837",1,1,0,"C625","1084",1,0
"C3859",1,1,0,"C625","1085",1,0
"C7685",1,1,0,"C612","1088",1,0
"C5163",1,1,0,"C586","1096",1,0
"C1515",1,1,0,"C1065","1099",1,0
"C493",1,1,0,"C625","1102",1,0
"C15259",1,1,0,"C625","1104",1,0
"C9244",1,1,0,"C586","1107",1,0
"C19873",1,1,0,"C457","1109",1,0
"C3068",1,1,0,"C625","1116",1,0
"C9851",1,1,0,"C457","1123",1,0
"C8928",1,1,0,"C467","1127",1,0
"C15684",1,1,0,"C612","1129",1,0
"C21349",1,1,0,"C467","1136",1,0
"C7024",1,1,0,"C467","1139",1,0
"C20944",1,1,0,"C625","1140",1,0
"C9587",1,1,0,"C457","1144",1,0
"C15787",1,1,0,"C1065","1145",1,0
"C491",1,1,0,"C529","1146",1,0
"C7597",1,1,0,"C3173","1147",1,0
"C6073",1,1,0,"C1065","1148",1,0
"C270",1,1,0,"C625","1151",1,0
"C7554",1,1,0,"C1065","1152",1,0
"C9250",1,1,0,"C528","1153",1,0
"C10916",1,1,0,"C586","1161",1,0
"C3344",1,1,0,"C10","1164",1,0
"C7608",1,1,0,"C528","1165",1,0
"C1490",1,1,0,"C612","1167",1,0
"C458",1,1,0,"C10","1168",1,0
"C20220",1,1,0,"C457","1170",1,0
"C7281",1,1,0,"C528","1173",1,0
"C6783",1,1,0,"C467","1175",1,0
"C7641",1,1,0,"C612","1179",1,0
"C1098",1,1,0,"C528","1180",1,0
"C15421",1,1,0,"C586","1181",1,0
"C18330",1,1,0,"C528","1186",1,0
"C13715",1,1,0,"C528","1187",1,0
"C12652",1,1,0,"C625","1189",1,0
"C8086",1,1,0,"C467","1194",1,0
"C16293",1,1,0,"C457","1196",1,0
"C8365",1,1,0,"C625","1201",1,0
"C4319",1,1,0,"C457","1203",1,0
"C7223",1,1,0,"C467","1207",1,0
"C4193",1,1,0,"C2106","1208",1,0
"C10755",1,1,0,"C586","1212",1,0
"C11338",1,1,0,"C1065","1213",1,0
"C18302",1,1,0,"C586","1218",1,0
"C5216",1,1,0,"C625","1220",1,0
"C1799",1,1,0,"C529","1221",1,0
"C17761",1,1,0,"C586","1224",1,0
"C1577",1,1,0,"C586","1226",1,0
"C21132",1,1,0,"C625","1228",1,0
"C1573",1,1,0,"C457","1231",1,0
"C298",1,1,0,"C586","1232",1,0
"C3309",1,1,0,"C3310","1234",1,0
"C25685",1,1,0,"C529","1243",1,0
"C8049",1,1,0,"C612","1244",1,0
"C2250",1,1,0,"C1065","1245",1,0
"C12757",1,1,0,"C457","1255",1,0
"C15342",1,1,0,"C625","1264",1,0
"C5420",1,1,0,"C2106","1266",1,0
"C2269",1,1,0,"C586","1267",1,0
"C1920",1,1,0,"C1065","1268",1,0
"C12966",1,1,0,"C528","1272",1,0
"C10705",1,1,0,"C612","1273",1,0
"C12661",1,1,0,"C586","1279",1,0
"C18910",1,1,0,"C529","1280",1,0
"C9929",1,1,0,"C801","1288",1,0
"C3907",1,1,0,"C1065","1289",1,0
"C20293",1,1,0,"C467","1297",1,0
"C2593",1,1,0,"C528","1300",1,0
"C11721",1,1,0,"C586","1304",1,0
"C4034",1,1,0,"C612","1305",1,0
"C10986",1,1,0,"C625","1308",1,0
"C21728",1,1,0,"C2106","1311",1,0
"C3375",1,1,0,"C529","1313",1,0
"C13175",1,1,0,"C528","1316",1,0
"C1468",1,1,0,"C586","1322",1,0
"C10876",1,1,0,"C1065","1323",1,0
"C17001",1,1,0,"C585","1324",1,0
"C6707",1,1,0,"C625","1332",1,0
"C16700",1,1,0,"C625","1335",1,0
"C3007",1,1,0,"C2106","1336",1,0
"C1484",1,1,0,"C467","1339",1,0
"C16354",1,1,0,"C457","1341",1,0
"C7900",1,1,0,"C467","1346",1,0
"C8342",1,1,0,"C612","1349",1,0
"C6111",1,1,0,"C457","1350",1,0
"C14967",1,1,0,"C457","1353",1,0
"C10529",1,1,0,"C529","1355",1,0
"C13707",1,1,0,"C457","1358",1,0
"C1483",1,1,0,"C586","1361",1,0
"C3001",1,1,0,"C528","1362",1,0
"C24865",1,1,0,"C528","1363",1,0
"C1578",1,1,0,"C612","1364",1,0
"C8741",1,1,0,"C467","1365",1,0
"C9774",1,1,0,"C457","1366",1,0
"C463",1,1,0,"C625","1368",1,0
"C2707",1,1,0,"C612","1371",1,0
"C19568",1,1,0,"C801","1373",1,0
"C10299",1,1,0,"C457","1374",1,0
"C15296",1,1,0,"C528","1375",1,0
"C15812",1,1,0,"C529","1376",1,0
"C2023",1,1,0,"C457","1377",1,0
"C15763",1,1,0,"C2438","1378",1,0
"C7581",1,1,0,"C625","1382",1,0
"C19961",1,1,0,"C529","1383",1,0
"C5546",1,1,0,"C612","1386",1,0
"C11466",1,1,0,"C586","1387",1,0
"C1710",1,1,0,"C1065","1389",1,0
"C14288",1,1,0,"C586","1390",1,0
"C4217",1,1,0,"C612","1391",1,0
"C25907",1,1,0,"C467","1392",1,0
"C17749",1,1,0,"C467","1393",1,0
"C3893",1,1,0,"C457","1405",1,0
"C1101",1,1,0,"C612","1407",1,0
"C934",1,1,0,"C612","1408",1,0
"C1179",1,1,0,"C625","1411",1,0
"C18283",1,1,0,"C586","1415",1,0
"C464",1,1,0,"C528","1416",1,0
"C7115",1,1,0,"C625","1417",1,0
"C121",1,1,0,"C612","1418",1,0
"C14229",1,1,0,"C528","1424",1,0
"C19772",1,1,0,"C457","1430",1,0
"C13489",1,1,0,"C457","1431",1,0
"C3181",1,1,0,"C2106","1433",1,0
"C26732",1,1,0,"C706","1435",1,0
"C17407",1,1,0,"C612","1436",1,0
"C7105",1,1,0,"C625","1438",1,0
"C9966",1,1,0,"C5618","1441",1,0
"C17770",1,1,0,"C612","1445",1,0
"C444",1,1,0,"C1065","1446",1,0
"C12118",1,1,0,"C586","1448",1,0
"C8847",1,1,0,"C467","1450",1,0
"C1627",1,1,0,"C1065","1452",1,0
"C3509",1,1,0,"C612","1454",1,0
"C9589",1,1,0,"C1065","1455",1,0
"C3563",1,1,0,"C625","1458",1,0
"C21983",1,1,0,"C625","1459",1,0
"C19603",1,1,0,"C457","1464",1,0
"C12790",1,1,0,"C625","1469",1,0
"C10951",1,1,0,"C2106","1470",1,0
"C15420",1,1,0,"C467","1482",1,0
"C3159",1,1,0,"C1065","1489",1,0
"C16126",1,1,0,"C528","1494",1,0
"C3999",1,1,0,"C457","1495",1,0
"C20887",1,1,0,"C612","1501",1,0
"C11143",1,1,0,"C528","1503",1,0
"C22",1,1,0,"C529","1509",1,0
"C515",1,1,0,"C586","1510",1,0
"C3173",1,1,0,"C13918","1515",1,0
"C19662",1,1,0,"C529","1517",1,0
"C5332",1,1,0,"C529","1520",1,0
"C13604",1,1,0,"C467","1524",1,0
"C8651",1,1,0,"C612","1525",1,0
"C8855",1,1,0,"C529","1533",1,0
"C7889",1,1,0,"C529","1534",1,0
"C14441",1,1,0,"C625","1536",1,0
"C13228",1,1,0,"C612","1537",1,0
"C17330",1,1,0,"C457","1538",1,0
"C60",1,1,0,"C457","1544",1,0
"C391",1,1,0,"C457","1545",1,0
"C17468",1,1,0,"C467","1548",1,0
"C6121",1,1,0,"C625","1550",1,0
"C6675",1,1,0,"C529","1551",1,0
"C4227",1,1,0,"C586","1552",1,0
"C283",1,1,0,"C625","1556",1,0
"C1550",1,1,0,"C625","1558",1,0
"C19134",1,1,0,"C586","1559",1,0
"C15077",1,1,0,"C586","1560",1,0
"C19014",1,1,0,"C529","1563",1,0
"C20029",1,1,0,"C612","1566",1,0
"C4135",1,1,0,"C1065","1568",1,0
"C8228",1,1,0,"C612","1569",1,0
"C9668",1,1,0,"C625","1570",1,0
"C9919",1,1,0,"C467","1571",1,0
"C11101",1,1,0,"C586","1576",1,0
"C10901",1,1,0,"C457","1578",1,0
"C15260",1,1,0,"C528","1580",1,0
"C3880",1,1,0,"C612","1581",1,0
"C71",1,1,0,"C529","1585",1,0
"C19183",1,1,0,"C586","1588",1,0
"C133",1,1,0,"C457","1591",1,0
"C21068",1,1,0,"C467","1594",1,0
"C11879",1,1,0,"C586","1599",1,0
"C10384",1,1,0,"C467","1602",1,0
"C5883",1,1,0,"C612","1603",1,0
"C7922",1,1,0,"C528","1604",1,0
"C12399",1,1,0,"C625","1605",1,0
"C1377",1,1,0,"C2162","1607",1,0
"C10992",1,1,0,"C529","1609",1,0
"C11236",1,1,0,"C586","1611",1,0
"C11334",1,1,0,"C457","1614",1,0
"C18998",1,1,0,"C467","1617",1,0
"C22144",1,1,0,"C1065","1622",1,0
"C2608",1,1,0,"C586","1630",1,0
"C21782",1,1,0,"C612","1631",1,0
"C678",1,1,0,"C586","1633",1,0
"C2848",1,1,0,"C585","1637",1,0
"C1552",1,1,0,"C1065","1641",1,0
"C19193",1,1,0,"C457","1642",1,0
"C772",1,1,0,"C625","1645",1,0
"C7699",1,1,0,"C457","1648",1,0
"C3331",1,1,0,"C625","1651",1,0
"C1268",1,1,0,"C467","1654",1,0
"C3034",1,1,0,"C528","1655",1,0
"C10927",1,1,0,"C457","1656",1,0
"C7505",1,1,0,"C528","1660",1,0
"C3753",1,1,0,"C625","1670",1,0
"C17451",1,1,0,"C529","1677",1,0
"C11116",1,1,0,"C585","1678",1,0
"C9923",1,1,0,"C5618","1685",1,0
"C20031",1,1,0,"C586","1688",1,0
"C17542",1,1,0,"C586","1692",1,0
"C15264",1,1,0,"C625","1694",1,0
"C3124",1,1,0,"C2106","1696",1,0
"C7938",1,1,0,"C586","1698",1,0
"C6087",1,1,0,"C529","1705",1,0
"C3161",1,1,0,"C1065","1710",1,0
"C17891",1,1,0,"C612","1712",1,0
"C16232",1,1,0,"C625","1717",1,0
"C22023",1,1,0,"C612","1722",1,0
"C3097",1,1,0,"C10","1723",1,0
"C2473",1,1,0,"C457","1727",1,0
"C18908",1,1,0,"C529","1734",1,0
"C10484",1,1,0,"C586","1736",1,0
"C7121",1,1,0,"C529","1742",1,0
"C1155",1,1,0,"C2106","1743",1,0
"C2652",1,1,0,"C586","1744",1,0
"C10805",1,1,0,"C586","1751",1,0
"C15276",1,1,0,"C586","1755",1,0
"C10338",1,1,0,"C467","1757",1,0
"C589",1,1,0,"C586","1758",1,0
"C14078",1,1,0,"C625","1761",1,0
"C13366",1,1,0,"C529","1764",1,0
"C11815",1,1,0,"C457","1765",1,0
"C2003",1,1,0,"C2106","1770",1,0
"C1725",1,1,0,"C528","1777",1,0
"C429",1,1,0,"C1065","1784",1,0
"C2288",1,1,0,"C585","1785",1,0
"C12981",1,1,0,"C612","1789",1,0
"C5954",1,1,0,"C467","1790",1,0
"C6227",1,1,0,"C457","1793",1,0
"C4741",1,1,0,"C1065","1795",1,0
"C17789",1,1,0,"C529","1796",1,0
"C3067",1,1,0,"C586","1797",1,0
"C20283",1,1,0,"C1065","1798",1,0
"C13134",1,1,0,"C467","1799",1,0
"C16715",1,1,0,"C528","1806",1,0
"C19466",1,1,0,"C529","1811",1,0
"C7339",1,1,0,"C457","1812",1,0
"C3183",1,1,0,"C529","1813",1,0
"C10375",1,1,0,"C706","1816",1,0
"C18367",1,1,0,"C457","1817",1,0
"C21174",1,1,0,"C2651","1818",1,0
"C16796",1,1,0,"C2855","1820",1,0
"C20420",1,1,0,"C92","1823",1,0
"C14400",1,1,0,"C457","1835",1,0
"C14858",1,1,0,"C586","1840",1,0
"C14537",1,1,0,"C2106","1843",1,0
"C13983",1,1,0,"C612","1847",1,0
"C26203",1,1,0,"C467","1851",1,0
"C2339",1,1,0,"C1065","1855",1,0
"C8481",1,1,0,"C457","1859",1,0
"C17937",1,1,0,"C457","1862",1,0
"C10711",1,1,0,"C529","1863",1,0
"C15595",1,1,0,"C1065","1865",1,0
"C6505",1,1,0,"C586","1870",1,0
"C18487",1,1,0,"C529","1872",1,0
"C2578",1,1,0,"C1065","1873",1,0
"C7689",1,1,0,"C529","1875",1,0
"C262",1,1,0,"C529","1877",1,0
"C4818",1,1,0,"C1065","1880",1,0
"C618",1,1,0,"C457","1882",1,0
"C15538",1,1,0,"C529","1886",1,0
"C6236",1,1,0,"C586","1887",1,0
"C8794",1,1,0,"C586","1891",1,0
"C4306",1,1,0,"C529","1899",1,0
"C18337",1,1,0,"C467","1910",1,0
"C18163",1,1,0,"C467","1915",1,0
"C15290",1,1,0,"C612","1919",1,0
"C1819",1,1,0,"C625","1921",1,0
"C13825",1,1,0,"C457","1926",1,0
"C660",1,1,0,"C529","1929",1,0
"C9399",1,1,0,"C528","1935",1,0
"C3539",1,1,0,"C2106","1937",1,0
"C6407",1,1,0,"C528","1938",1,0
"C1238",1,1,0,"C529","1943",1,0
"C17674",1,1,0,"C457","1947",1,0
"C2968",1,1,0,"C467","1948",1,0
"C1353",1,1,0,"C625","1951",1,0
"C3492",1,1,0,"C457","1952",1,0
"C5944",1,1,0,"C1015","1954",1,0
"C20137",1,1,0,"C586","1963",1,0
"C3982",1,1,0,"C625","1964",1,0
"C22076",1,1,0,"C457","1966",1,0
"C87",1,1,0,"C528","1969",1,0
"C19607",1,1,0,"C2162","1970",1,0
"C1830",1,1,0,"C586","1973",1,0
"C8308",1,1,0,"C586","1975",1,0
"C18865",1,1,0,"C586","1977",1,0
"C6765",1,1,0,"C586","1987",1,0
"C12900",1,1,0,"C528","1991",1,0
"C620",1,1,0,"C586","1992",1,0
"C21102",1,1,0,"C529","1994",1,0
"C255",1,1,0,"C467","1995",1,0
"C21594",1,1,0,"C528","1997",1,0
"C16760",1,1,0,"C612","2006",1,0
"C5735",1,1,0,"C1881","2008",1,0
"C19507",1,1,0,"C586","2009",1,0
"C21931",1,1,0,"C528","2010",1,0
"C14121",1,1,0,"C625","2013",1,0
"C11623",1,1,0,"C586","2016",1,0
"C15731",1,1,0,"C1065","2019",1,0
"C17472",1,1,0,"C1065","2034",1,0
"C10150",1,1,0,"C529","2035",1,0
"C22267",1,1,0,"C586","2038",1,0
"C1817",1,1,0,"C1065","2040",1,0
"C4861",1,1,0,"C467","2046",1,0
"C6306",1,1,0,"C2162","2049",1,0
"C10403",1,1,0,"C1015","2052",1,0
"C11833",1,1,0,"C529","2055",1,0
"C3035",1,1,0,"C528","2056",1,0
"C14880",1,1,0,"C2106","2061",1,0
"C13378",1,1,0,"C529","2064",1,0
"C14969",1,1,0,"C586","2069",1,0
"C4800",1,1,0,"C457","2072",1,0
"C8840",1,1,0,"C586","2073",1,0
"C14047",1,1,0,"C612","2074",1,0
"C18225",1,1,0,"C457","2075",1,0
"C19073",1,1,0,"C528","2076",1,0
"C11386",1,1,0,"C467","2079",1,0
"C20209",1,1,0,"C457","2087",1,0
"C4885",1,1,0,"C1065","2088",1,0
"C10314",1,1,0,"C2106","2089",1,0
"C3618",1,1,0,"C467","2090",1,0
"C19869",1,1,0,"C467","2092",1,0
"C2128",1,1,0,"C1065","2096",1,0
"C13223",1,1,0,"C467","2097",1,0
"C26666",1,1,0,"C612","2099",1,0
